open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,symbol,date,rsi_12,rsi_24,macd,macd_signal,macd_hist,ema_20,ema_50,ema_90,bb_mid,bb_upper,bb_lower,ema_check,macd_check,rsi_check,volume_ma,volume_strength,volume_signal,alert_signal
1735675200000.0,94166.88,94222.5,93375.38,93576.0,1722.68129,1735689599999.0,161429210.1844149,307400,854.53364,80068294.7875739,0,BTCUSDT,2024-12-31 20:00:00,,,,,,,,,,,,.,,,,,-,None
1735689600000.0,93576.0,94509.42,93489.03,93838.04,1840.29813,1735703999999.0,172887549.1082795,263547,983.77686,92437151.7207371,0,BTCUSDT,2025-01-01 00:00:00,,,,,,,,,,,,.,,,,,-,None
1735704000000.0,93838.04,93937.19,93500.0,93684.1,958.86153,1735718399999.0,89845071.7098618,125393,492.49873,46149202.5981659,0,BTCUSDT,2025-01-01 04:00:00,,,,,,,,,,,,.,,,,,-,None
1735718400000.0,93684.11,93756.02,92888.0,93444.64,1867.48363,1735732799999.0,174336252.7027831,252398,872.46741,81453194.6715803,0,BTCUSDT,2025-01-01 08:00:00,,,,,,,,,,,,.,,,,,-,None
1735732800000.0,93444.65,94500.0,93407.07,94432.94,2077.71092,1735747199999.0,195302233.8593933,325179,1187.49923,111609153.4172843,0,BTCUSDT,2025-01-01 12:00:00,,,,,,,,,,,,.,,,,,-,None
1735747200000.0,94432.94,94823.75,93760.93,94627.07,1721.05382,1735761599999.0,162204441.4963419,287980,869.51636,81958370.5330028,0,BTCUSDT,2025-01-01 16:00:00,,,,,,,,,,,,.,,,,,-,None
1735761600000.0,94627.08,95151.15,94542.0,94591.79,1907.9181,1735775999999.0,180868645.2613387,262059,941.97789,89306962.6998203,0,BTCUSDT,2025-01-01 20:00:00,,,,,,,,,,,,.,,,,,-,None
1735776000000.0,94591.78,95516.0,94392.0,95010.33,3071.06776,1735790399999.0,291911728.4894545,421651,1595.90998,151725801.0419858,0,BTCUSDT,2025-01-02 00:00:00,,,,,,,,,,,,.,,,,,-,None
1735790400000.0,95010.34,96000.0,94984.84,95822.0,2597.83185,1735804799999.0,248357003.7560842,302532,1444.47319,138090739.5287266,0,BTCUSDT,2025-01-02 04:00:00,,,,,,,,,,,,.,,,,,-,None
1735804800000.0,95822.01,96876.38,95640.05,96732.99,3181.19751,1735819199999.0,306653574.5674296,342027,1554.67318,149849866.2851071,0,BTCUSDT,2025-01-02 08:00:00,,,,,,,,,,,,.,,,,,-,None
1735819200000.0,96733.0,97440.91,95924.6,96455.01,6594.73113,1735833599999.0,637866982.1492428,858261,3136.4082,303392758.6939799,0,BTCUSDT,2025-01-02 12:00:00,,,,,,,,,,,,.,,,,,-,None
1735833600000.0,96455.01,97777.0,96040.04,97317.74,4552.1019,1735847999999.0,441767377.8220948,1162010,2274.4713,220689492.7841455,0,BTCUSDT,2025-01-02 16:00:00,,,,,,,,,,,,.,,,,,-,None
1735848000000.0,97317.74,97839.5,96666.66,96984.79,1973.55933,1735862399999.0,191855185.8969736,482598,910.03401,88478051.9997268,0,BTCUSDT,2025-01-02 20:00:00,79.94680016356324,,,,,,,,,,,.,,,,,-,None
1735862400000.0,96984.79,97342.44,96650.0,97062.3,1301.75815,1735876799999.0,126233741.9679496,324186,634.51529,61532100.7137523,0,BTCUSDT,2025-01-03 00:00:00,80.3836655908334,,,,,,,,,,,.,,,,,-,None
1735876800000.0,97062.3,97066.18,96280.65,96304.0,1511.25736,1735891199999.0,146051648.3560528,237406,703.72644,68019494.1099623,0,BTCUSDT,2025-01-03 04:00:00,65.2196466956094,,,,,,,,,,,.,,,,,-,None
1735891200000.0,96304.0,96830.0,96100.01,96757.58,1875.17783,1735905599999.0,180919062.9865319,246659,1007.50489,97215278.8910569,0,BTCUSDT,2025-01-03 08:00:00,69.03174933592113,,,,,,,,,,,.,,,,,-,None
1735905600000.0,96757.57,97660.0,96472.43,97521.35,3996.57846,1735919999999.0,387704332.8630253,843336,1938.46727,188072151.6089079,0,BTCUSDT,2025-01-03 12:00:00,74.22188801402689,,,,,,,,,,,.,,,,,-,None
1735920000000.0,97521.36,98976.91,97406.54,98592.01,4583.69677,1735934399999.0,450389538.7195971,863929,2336.40074,229524128.807188,0,BTCUSDT,2025-01-03 16:00:00,79.48084196175348,,,,,,,,,,,.,,,,,-,None
1735934400000.0,98592.02,98748.0,98067.99,98174.18,1985.36079,1735948799999.0,195312443.697635,335648,847.99334,83424092.7656914,0,BTCUSDT,2025-01-03 20:00:00,73.12933890795152,,,,,,,,,,,.,,,,,-,None
1735948800000.0,98174.17,98314.15,97800.0,98200.0,1400.83188,1735963199999.0,137370323.2423615,240037,684.6661,67141581.7048455,0,BTCUSDT,2025-01-04 00:00:00,73.27331959860088,,,,,96352.57349087871,,,,,,.,,,,,-,None
1735963200000.0,98200.01,98350.04,97862.87,98271.88,1220.86223,1735977599999.0,119790484.2362363,183341,651.42246,63919705.6300293,0,BTCUSDT,2025-01-04 04:00:00,73.70127739894095,,,,,96535.36458698551,,,96191.237,99505.56312907946,92876.91087092053,.,,,,,-,None
1735977600000.0,98271.87,98306.22,97532.58,97889.39,1585.26406,1735991999999.0,155101352.4797975,236257,787.81353,77077603.2054641,0,BTCUSDT,2025-01-04 08:00:00,67.43325384150646,,,,,96664.31938822499,,,96393.8045,99595.879967617,93191.729032383,.,,,,,-,None
1735992000000.0,97889.4,98152.02,97514.79,97657.94,1867.22331,1736006399999.0,182704783.5434363,377169,858.5286,84014804.6226451,0,BTCUSDT,2025-01-04 12:00:00,63.848713936003584,,,,,96758.94992267975,,,96592.49650000001,99572.04378261136,93612.94921738865,.,,,,,-,None
1736006400000.0,97657.95,98350.0,97549.99,98166.26,1394.26571,1736020799999.0,136470660.8086976,270117,643.46729,63001830.2337031,0,BTCUSDT,2025-01-04 16:00:00,67.9327502161955,,,,,96892.9794538531,,,96828.5775,99489.0931121709,94168.0618878291,.,,,,,-,None
1736020800000.0,98166.26,98778.43,98143.2,98220.5,1521.60932,1736035199999.0,149786147.3248311,253061,724.90423,71369188.7338668,0,BTCUSDT,2025-01-04 20:00:00,68.34897190348835,70.4335280085375,,,,97019.40998205756,,,97017.95550000001,99493.23196342337,94542.67903657665,.,,.,,,-,None
1736035200000.0,98220.51,98391.59,98050.0,98187.96,830.57053,1736049599999.0,81556673.0700731,172949,365.11247,35851837.9713556,0,BTCUSDT,2025-01-05 00:00:00,67.77325659987197,70.06255844636453,,,,97130.70045995683,,,97196.0,99449.5025199663,94942.4974800337,.,,.,,,-,None
1736049600000.0,98187.97,98522.76,98187.96,98268.77,719.22974,1736063999999.0,70751744.7206651,132462,364.20019,35826737.5874406,0,BTCUSDT,2025-01-05 04:00:00,68.4922571117055,70.46566237783706,942.055344662047,,,97239.08803519903,,,97379.849,99316.46114160892,95443.23685839109,.,,.,,,-,None
1736064000000.0,98268.77,98268.78,97600.0,97641.63,1371.38309,1736078399999.0,134134897.5979888,247106,622.30604,60864163.7343206,0,BTCUSDT,2025-01-05 08:00:00,57.61042938093214,63.53754003968384,859.805260369496,,,97277.42536518007,,,97511.414,99095.70785262619,95927.12014737382,.,,.,,,-,None
1736078400000.0,97641.62,98281.89,97276.79,98028.98,1867.30793,1736092799999.0,182518300.4634883,425993,926.14967,90556711.9564857,0,BTCUSDT,2025-01-05 12:00:00,61.709445644986445,65.71035838609325,816.4656756916229,,,97349.00199706768,,,97621.763,99005.32477800695,96238.20122199306,.,,.,,,-,None
1736092800000.0,98028.98,98332.54,97577.46,98079.63,1421.36695,1736107199999.0,139242129.4016306,328542,630.98693,61805416.1495627,0,BTCUSDT,2025-01-05 16:00:00,62.23043287901803,65.98691419445416,777.2461643264396,,,97418.58561639457,,,97689.095,99020.63213698813,96357.55786301187,.,,.,2150.6747003333335,0.6608935092693015,-,None
1736107200000.0,98079.64,98836.85,98024.0,98363.61,1885.77899,1736121599999.0,185727970.7007865,378747,969.15455,95450473.0694384,0,BTCUSDT,2025-01-05 20:00:00,65.13216474585207,67.51953186673215,760.3147959995695,,,97508.58793864271,,,97784.525,99013.26632853162,96555.78367146837,.,,.,2156.1112903333333,0.874620432838817,-,None
1736121600000.0,98363.61,99333.0,97920.0,99037.57,3197.2233,1736135999999.0,315895449.5692382,694757,1725.86053,170575197.9609601,0,BTCUSDT,2025-01-06 00:00:00,70.9169823072794,70.78012034581293,792.1481137377705,,,97654.2052778196,,,97870.5165,99198.4288087291,96542.60419127089,.,,++,2201.342129333333,1.4523972704634809,1+,RSI:Up
1736136000000.0,99037.57,99892.0,99037.57,99318.7,2944.63327,1736150399999.0,293018931.2550508,433349,1521.23552,151394164.7119911,0,BTCUSDT,2025-01-06 04:00:00,72.95851723758781,72.00342624923908,830.4877431481873,,,97812.72858469392,,,97987.212,99395.18067084745,96579.24332915255,.,,++,2267.5345206666666,1.2986057072834607,1+,RSI:Up
1736150400000.0,99318.7,99625.69,98709.28,99259.99,2315.45844,1736164799999.0,229469043.2046417,376785,967.23999,95843453.3614374,0,BTCUSDT,2025-01-06 08:00:00,71.81010878376118,71.35246680187578,846.3782477501081,,,97950.56300519926,,,98097.0965,99543.63825689924,96650.55474310076,.,,++,2282.4670143333333,1.0144542836586414,1+,RSI:Up
1736164800000.0,99259.99,102468.92,98711.94,102147.95,8408.22358,1736179199999.0,845685965.4139396,1259832,4391.20864,441878359.8263294,0,BTCUSDT,2025-01-06 12:00:00,84.71820840734178,80.43265961386297,1079.5613126348035,892.5744005300215,186.98691210478194,98350.31414756124,,,98389.29400000001,100513.13986360523,96265.44813639479,.,+ ++,+++,2493.4841030000002,3.3720782778938774,3++,RSI:Up
1736179200000.0,102147.95,102480.0,101250.0,101817.22,5128.12803,1736193599999.0,522864894.9332174,712827,2358.3991,240486204.5591307,0,BTCUSDT,2025-01-06 16:00:00,80.13407632887711,77.49730703742033,1223.5688841241208,958.7732972488415,264.79558687527935,98680.49565731731,,,98642.276,101123.11262398824,96161.43937601175,.,+ ++,+++,2607.0532433333333,1.9670208282525383,1.5+,RSI:Up
1736193600000.0,101817.22,102329.98,101600.05,102235.6,3269.76713,1736207999999.0,333627404.4010557,376152,1575.65156,160765879.0464075,0,BTCUSDT,2025-01-06 20:00:00,81.51445578020927,78.53151976020516,1355.8265668109234,1038.183951161258,317.64261564966546,99019.0770232871,,,98877.9885,101771.84437988183,95984.13262011818,.,+ ++,+++,2652.4482110000004,1.232735522013176,1+,RSI:Up
1736208000000.0,102235.6,102724.38,101512.91,101708.08,2357.41538,1736222399999.0,240463473.8654942,345085,1228.20442,125331359.6732752,0,BTCUSDT,2025-01-07 00:00:00,74.40332535002408,74.05363237466624,1401.91487584688,1110.9301360983825,290.98473974849753,99275.1725448788,,,99033.792,102186.75379514859,95880.83020485142,.,+ ++,++,2628.6597983333336,0.8968126577256925,-,None
1736222400000.0,101708.09,102015.01,101582.79,101664.81,1492.76799,1736236799999.0,151919376.8897739,182744,598.66607,60931051.6895934,0,BTCUSDT,2025-01-07 04:00:00,73.82701575403024,73.69397207504352,1418.5959740847902,1172.463303695664,246.13267038912613,99502.75706441415,,,99208.3235,102542.18948486222,95874.45751513778,.,+ ++,++,2591.824336333333,0.5759526095475384,-,None
1736236800000.0,101664.81,101995.64,100472.45,100830.86,3234.87532,1736251199999.0,327699981.9331763,402272,1289.85209,130687456.3671691,0,BTCUSDT,2025-01-07 08:00:00,63.487639011208884,67.1364325113537,1348.9729487830482,1207.765232713141,141.2077160699073,99629.24305827948,,,99339.86649999999,102713.58796917756,95966.14503082242,.,+ ++,.,2593.613596666667,1.2472464380035206,1+,None
1736251200000.0,100830.86,100960.06,97153.5,97952.26,12652.02745,1736265599999.0,1254027026.325873,1333042,5751.79667,570161150.6057653,0,BTCUSDT,2025-01-07 12:00:00,41.56685502878225,50.84151542982674,1049.4201745576574,1176.0962210820442,-126.67604652438672,99469.53038606238,,,99323.8855,102721.84874156851,95925.9222584315,.,+ --,-,2795.523474,4.525816923975506,3++,RSI:down
1736265600000.0,97952.26,98347.81,96323.67,96451.98,7820.91705,1736279999999.0,761030197.8863198,1513765,3645.36806,354713827.2318628,0,BTCUSDT,2025-01-07 16:00:00,34.74583639946087,44.91306741233045,683.0881699701567,1077.4946108596666,-394.4064408895099,99182.14463500882,,,99252.01499999998,102833.57563876588,95670.4543612341,.,+ --,-,2904.483979,2.6927044895226806,2+,RSI:down
1736280000000.0,96451.99,97220.76,96181.81,96954.61,4501.87218,1736294399999.0,435281602.8165989,703654,2301.22722,222511204.1378686,0,BTCUSDT,2025-01-07 20:00:00,38.437987972690436,47.07070324098538,428.38727555009245,947.6731437977519,-519.2858682476594,98969.99847929369,,,99216.8485,102877.25543358858,95556.4415664114,.,+ --,-,2988.761074,1.5062670011206123,1.5+,RSI:down
1736294400000.0,96954.6,97268.65,96216.83,96525.2,3503.85267,1736308799999.0,339257173.9159802,482373,1569.69222,152049849.4081128,0,BTCUSDT,2025-01-08 00:00:00,36.51256585606368,45.482588483597134,189.69845769334643,796.0782065768709,-606.3797488835245,98737.16052888476,,,99134.7955,102964.04117045978,95305.5498295402,.,+ --,-,3062.1642246666665,1.1442406131504634,1+,RSI:down
1736308800000.0,96525.2,96654.61,95250.76,95657.09,5008.27213,1736323199999.0,480489861.9277603,619633,2250.22365,215905529.966091,0,BTCUSDT,2025-01-08 04:00:00,32.88018989735659,42.460531614092204,-68.72119684050267,623.1183258933962,-691.8395227338989,98443.8204785148,,,99006.625,103125.3825327492,94887.8674672508,.,- --,-,3178.7313836666667,1.5755568890577216,1.5+,RSI:down
1736323200000.0,95657.09,96132.47,94543.86,95134.92,4080.06431,1736337599999.0,389610731.8336058,581333,1980.54257,189187528.5756797,0,BTCUSDT,2025-01-08 08:00:00,30.865328999721385,40.760648318321905,-312.05817749419657,436.0830252158777,-748.1412027100743,98128.68709960862,,,98853.973,103312.75762853102,94395.18837146898,.,- --,-,3252.2275996666667,1.254544519091524,1+,RSI:down
1736337600000.0,95134.92,96079.32,94624.43,95493.77,7524.11163,1736351999999.0,716981163.1537491,1397302,3759.25918,358282628.1882971,0,BTCUSDT,2025-01-08 12:00:00,33.90193931885109,42.413888203692615,-470.52437968732556,254.76154423523707,-725.2859239225627,97877.74261393162,,,98715.223,103416.78113203323,94013.66486796677,.,- --,-,3369.8120386666665,2.2327986082502886,2+,RSI:down
1736352000000.0,95493.77,95555.25,92500.9,94243.89,10263.38282,1736366399999.0,965498563.7983088,1494081,4561.12953,429384153.7003348,0,BTCUSDT,2025-01-08 16:00:00,29.053178663867428,38.50803669622081,-689.022237477533,66.00478789268305,-755.027025370216,97531.66141260481,,,98545.336,103639.39997866703,93451.27202133296,.,- --,--,3559.134907,2.8836734454246975,2+,RSI:down
1736366400000.0,94243.89,95310.94,93600.0,95060.61,3324.99538,1736380799999.0,314011586.4835579,596486,1683.00376,158981638.8607931,0,BTCUSDT,2025-01-08 20:00:00,35.617193332049226,42.14104589521265,-787.2064595356496,-104.6374615929835,-682.5689979426661,97296.32318283292,,,98396.91750000001,103722.05546001316,93071.77953998686,.,- --,-,3603.7893933333335,0.9226386497920561,-,None
1736380800000.0,95060.61,95382.32,93422.89,94027.9,5419.68508,1736395199999.0,511797137.3708159,668839,2462.46749,232572124.8910958,0,BTCUSDT,2025-01-09 00:00:00,31.58607114433002,39.0935583601312,-937.5418305551284,-271.2183353854125,-666.3234951697159,96985.04478446787,96953.81833475457,,98194.33099999999,103867.22155904115,92521.44044095883,+,- --,-,3737.751166666667,1.4499855229349805,1+,RSI:down
1736395200000.0,94027.91,94618.63,93186.38,93221.59,2824.32014,1736409599999.0,265421770.9877046,420090,1166.58589,109650483.2929998,0,BTCUSDT,2025-01-09 04:00:00,28.808885272794967,36.918420398405054,-1108.9627414045099,-438.767216589232,-670.1955248152778,96626.62051928046,96807.45643927401,,97937.23000000001,104028.4746889786,91845.98531102142,--,- --,--,3791.1997636666665,0.7449673760446885,-,None
